deal_id,company,rep,category,status,value,close_date,month,quarter,month_name
DL-01611,Company_0161,Dana W.,Software,Lost,621.87,2024-08-25,8,3,Aug
DL-01612,Company_0327,James L.,Hardware,Won,2718.55,2024-07-13,7,3,Jul
DL-01613,Company_0780,Sarah K.,Hardware,Open,110.49,2024-04-28,4,2,Apr
DL-01614,Company_0729,Sarah K.,Software,Open,526.72,2024-05-01,5,2,May
DL-01615,Company_0253,Unassigned,Services,Won,218.85,2024-09-01,9,3,Sep
DL-01616,Company_0439,Dana W.,Software,Won,100141.12,2024-12-28,12,4,Dec
DL-01617,Company_0570,Marcus T.,Hardware,Lost,307.04,2024-08-29,8,3,Aug
DL-01618,Company_0543,Marcus T.,Services,Won,657.13,2024-07-22,7,3,Jul
DL-01619,Company_0119,Sarah K.,Support,Won,2621.6,2024-09-23,9,3,Sep
DL-01620,Company_0513,Marcus T.,Support,Lost,2344.53,2024-06-18,6,2,Jun
DL-01621,Company_0629,Marcus T.,Software,Open,1800.58,2024-01-22,1,1,Jan
DL-01622,Company_0548,Marcus T.,Software,Won,2421.41,2024-07-24,7,3,Jul
DL-01623,Company_0096,Sarah K.,Hardware,Won,503.61,2024-12-15,12,4,Dec
DL-01624,Company_0369,Sarah K.,Hardware,Lost,403.5,2024-03-04,3,1,Mar
DL-01625,Company_0416,Priya N.,Hardware,Lost,2666.16,2024-09-08,9,3,Sep
DL-01626,Company_0256,Priya N.,Software,Open,313.89,2024-03-14,3,1,Mar
DL-01627,Company_0127,Marcus T.,Hardware,Won,1661.65,2024-07-14,7,3,Jul
DL-01628,Company_0358,James L.,Services,Won,609.625,2024-02-05,2,1,Feb
DL-01629,Company_0155,Sarah K.,Software,Won,451.34,2024-06-13,6,2,Jun
DL-01630,Company_0656,Marcus T.,Software,Lost,115241.36,2024-10-02,10,4,Oct
DL-01631,Company_0056,Priya N.,Hardware,Won,477.8,2024-05-06,5,2,May
DL-01632,Company_0581,Priya N.,Services,Open,353.56,2024-08-30,8,3,Aug
DL-01633,Company_0555,James L.,Support,Won,2169.33,2024-10-17,10,4,Oct
DL-01634,Company_0723,Sarah K.,Hardware,Open,703.24,2024-12-04,12,4,Dec
DL-01635,Company_0686,Sarah K.,Software,Won,2285.98,2024-03-26,3,1,Mar
DL-01636,Company_0652,Priya N.,Services,Lost,1890.46,2024-05-25,5,2,May
DL-01637,Company_0075,Marcus T.,Software,Open,310.55,2024-02-25,2,1,Feb
DL-01638,Company_0157,Sarah K.,Services,Open,1146.74,2024-12-28,12,4,Dec
DL-01639,Company_0084,Priya N.,Software,Open,1782.91,2024-12-04,12,4,Dec
DL-01640,Company_0321,Marcus T.,Services,Won,609.625,2024-07-16,7,3,Jul
DL-01641,Company_0308,Marcus T.,Services,Won,695.56,2024-11-03,11,4,Nov
DL-01642,Company_0529,Sarah K.,Software,Won,2057.32,2024-07-09,7,3,Jul
DL-01643,Company_0283,Sarah K.,Software,Won,2479.86,2024-08-15,8,3,Aug
DL-01644,Company_0041,Sarah K.,Services,Won,2512.41,2024-02-02,2,1,Feb
DL-01645,Company_0133,Marcus T.,Support,Lost,451.84,2024-10-02,10,4,Oct
DL-01646,Company_0613,Sarah K.,Services,Lost,537.05,2024-02-16,2,1,Feb
DL-01647,Company_0648,James L.,Hardware,Won,2876.41,2024-10-28,10,4,Oct
DL-01648,Company_0403,Sarah K.,Software,Lost,52799.57,2024-10-12,10,4,Oct
DL-01649,Company_0492,James L.,Software,Won,1705.7,2024-09-15,9,3,Sep
DL-01650,Company_0221,Marcus T.,Services,Open,402.06,2024-01-14,1,1,Jan
DL-01651,Company_0228,Sarah K.,Hardware,Won,486.89,2024-04-20,4,2,Apr
DL-01652,Company_0451,Marcus T.,Services,Won,641.31,2024-04-06,4,2,Apr
DL-01653,Company_0305,Marcus T.,Services,Won,1360.19,2024-05-11,5,2,May
DL-01654,Company_0118,Marcus T.,Hardware,Open,297.25,2024-02-01,2,1,Feb
DL-01655,Company_0610,Marcus T.,Unknown,Open,1502.17,2024-12-07,12,4,Dec
DL-01656,Company_0323,Priya N.,Software,Won,1951.95,2024-07-21,7,3,Jul
DL-01657,Company_0158,Marcus T.,Software,Won,457.52,2024-04-21,4,2,Apr
DL-01658,Company_0238,Priya N.,Software,Lost,334.52,2024-05-24,5,2,May
DL-01659,Company_0395,Priya N.,Unknown,Won,493.44,2024-06-12,6,2,Jun
DL-01660,Company_0319,Sarah K.,Services,Lost,455.85,2024-08-07,8,3,Aug
DL-01661,Company_0188,James L.,Services,Won,405.19,2024-07-07,7,3,Jul
DL-01662,Company_0308,James L.,Support,Lost,3060.59,2024-12-01,12,4,Dec
DL-01663,Company_0248,Dana W.,Support,Won,2370.85,2024-06-30,6,2,Jun
DL-01664,Company_0537,Sarah K.,Services,Won,1022.03,2024-12-28,12,4,Dec
DL-01665,Company_0700,James L.,Hardware,Won,428.29,2024-11-06,11,4,Nov
DL-01666,Company_0505,James L.,Software,Open,2829.04,2024-03-17,3,1,Mar
DL-01667,Company_0393,Priya N.,Support,Won,2151.36,2024-12-05,12,4,Dec
DL-01668,Company_0651,Marcus T.,Software,Lost,460.52,2024-02-12,2,1,Feb
DL-01669,Company_0405,Dana W.,Services,Won,446.3,2024-10-25,10,4,Oct
DL-01670,Company_0180,Dana W.,Software,Won,386.75,2024-05-18,5,2,May
DL-01671,Company_0020,Priya N.,Support,Open,2851.83,2024-11-16,11,4,Nov
DL-01672,Company_0674,Marcus T.,Software,Won,2400.02,2024-11-12,11,4,Nov
DL-01673,Company_0582,James L.,Services,Open,704.31,2024-10-21,10,4,Oct
DL-01674,Company_0593,Sarah K.,Services,Open,1900.52,2024-10-15,10,4,Oct
DL-01675,Company_0154,Marcus T.,Services,Lost,311.7,2024-04-21,4,2,Apr
DL-01676,Company_0558,Unassigned,Hardware,Won,54259.48,2024-01-30,1,1,Jan
DL-01677,Company_0193,James L.,Hardware,Open,320.96,2024-05-27,5,2,May
DL-01678,Company_0223,Dana W.,Hardware,Open,1573.1,2024-03-04,3,1,Mar
DL-01679,Company_0398,Priya N.,Software,Open,413.99,2024-09-10,9,3,Sep
DL-01680,Company_0748,Marcus T.,Software,Open,3208.9,2024-05-06,5,2,May
DL-01681,Company_0279,Dana W.,Services,Won,609.625,2024-12-22,12,4,Dec
DL-01682,Company_0009,Marcus T.,Support,Lost,483.28,2024-08-21,8,3,Aug
DL-01683,Company_0375,James L.,Services,Won,1791.7,2024-10-27,10,4,Oct
DL-01684,Company_0471,Priya N.,Software,Won,2568.97,2024-02-18,2,1,Feb
DL-01685,Company_0151,Sarah K.,Services,Lost,100350.18,2024-11-10,11,4,Nov
DL-01686,Company_0615,Sarah K.,Services,Lost,2687.02,2024-12-02,12,4,Dec
DL-01687,Company_0123,Marcus T.,Software,Lost,428.4,2024-06-26,6,2,Jun
DL-01688,Company_0696,Priya N.,Hardware,Open,3961.24,2024-08-09,8,3,Aug
DL-01689,Company_0552,Sarah K.,Software,Won,166.19,2024-10-06,10,4,Oct
DL-01690,Company_0423,Marcus T.,Services,Won,1173.64,2024-03-04,3,1,Mar
DL-01691,Company_0522,Priya N.,Services,Won,1964.15,2024-07-02,7,3,Jul
DL-01692,Company_0729,Unassigned,Software,Won,357.42,2024-05-25,5,2,May
DL-01693,Company_0512,Sarah K.,Support,Won,1304.52,2024-02-23,2,1,Feb
DL-01694,Company_0170,Priya N.,Software,Open,95679.62,2024-05-14,5,2,May
DL-01695,Company_0793,Sarah K.,Software,Won,1646.69,2024-01-25,1,1,Jan
DL-01696,Company_0564,Sarah K.,Hardware,Won,1627.23,2024-01-10,1,1,Jan
DL-01697,Company_0124,Sarah K.,Software,Won,2510.93,2024-02-19,2,1,Feb
DL-01698,Company_0174,Priya N.,Unknown,Lost,1896.29,2024-12-17,12,4,Dec
DL-01699,Company_0503,Sarah K.,Software,Won,685.65,2024-07-19,7,3,Jul
DL-01700,Company_0776,Sarah K.,Services,Won,2736.54,2024-12-18,12,4,Dec
DL-01701,Company_0776,Sarah K.,Services,Won,429.17,2024-06-06,6,2,Jun
DL-01702,Company_0384,Dana W.,Services,Won,2041.27,2024-04-23,4,2,Apr
DL-01703,Company_0710,Dana W.,Software,Lost,2419.46,2024-07-03,7,3,Jul
DL-01704,Company_0767,Sarah K.,Software,Lost,439.19,2024-06-09,6,2,Jun
DL-01705,Company_0683,Marcus T.,Services,Won,769.06,2024-02-08,2,1,Feb
DL-01706,Company_0570,Dana W.,Software,Open,494.05,2024-08-21,8,3,Aug
DL-01707,Company_0105,Sarah K.,Services,Won,2495.21,2024-03-19,3,1,Mar
DL-01708,Company_0636,Sarah K.,Services,Won,370.67,2024-08-14,8,3,Aug
DL-01709,Company_0527,Sarah K.,Support,Lost,466.7,2024-08-25,8,3,Aug
DL-01710,Company_0037,Dana W.,Software,Lost,87130.11,2024-02-25,2,1,Feb
DL-01711,Company_0394,Priya N.,Services,Won,375.19,2024-01-23,1,1,Jan
DL-01712,Company_0754,Sarah K.,Services,Lost,383.47,2024-10-11,10,4,Oct
DL-01713,Company_0476,Sarah K.,Hardware,Won,3200.35,2024-06-16,6,2,Jun
DL-01714,Company_0466,Dana W.,Support,Open,925.6,2024-01-22,1,1,Jan
DL-01715,Company_0721,Marcus T.,Support,Lost,277.84,2024-12-29,12,4,Dec
DL-01716,Company_0504,Priya N.,Software,Won,3481.35,2024-01-22,1,1,Jan
DL-01717,Company_0314,Sarah K.,Software,Won,2369.22,2024-09-10,9,3,Sep
DL-01718,Company_0284,James L.,Services,Lost,286.17,2024-12-25,12,4,Dec
DL-01719,Company_0463,Sarah K.,Software,Lost,1822.47,2024-03-28,3,1,Mar
DL-01720,Company_0679,James L.,Hardware,Open,290.84,2024-02-21,2,1,Feb
DL-01721,Company_0263,Sarah K.,Software,Open,566.93,2024-02-14,2,1,Feb
DL-01722,Company_0609,Sarah K.,Services,Won,84899.18,2024-04-20,4,2,Apr
DL-01723,Company_0645,Marcus T.,Support,Open,321.53,2024-02-06,2,1,Feb
DL-01724,Company_0428,James L.,Software,Won,1541.87,2024-09-09,9,3,Sep
DL-01725,Company_0364,Marcus T.,Services,Won,2693.24,2024-01-23,1,1,Jan
DL-01726,Company_0180,Sarah K.,Software,Lost,590.95,2024-07-04,7,3,Jul
DL-01727,Company_0733,Priya N.,Software,Won,2394.42,2024-12-29,12,4,Dec
DL-01728,Company_0660,Priya N.,Software,Won,416.84,2024-10-24,10,4,Oct
DL-01729,Company_0243,Priya N.,Software,Open,321.21,2024-08-12,8,3,Aug
DL-01730,Company_0312,Marcus T.,Software,Won,508.91,2024-04-21,4,2,Apr
DL-01731,Company_0075,Sarah K.,Services,Open,2205.27,2024-08-15,8,3,Aug
DL-01732,Company_0261,Priya N.,Hardware,Won,495.24,2024-07-11,7,3,Jul
DL-01733,Company_0230,Marcus T.,Software,Won,295.3,2024-06-04,6,2,Jun
DL-01734,Company_0702,Dana W.,Hardware,Won,322.66,2024-02-17,2,1,Feb
DL-01735,Company_0379,Marcus T.,Hardware,Won,1947.28,2024-11-19,11,4,Nov
DL-01736,Company_0645,Marcus T.,Hardware,Open,503.66,2024-06-13,6,2,Jun
DL-01737,Company_0308,Marcus T.,Services,Won,471.7,2024-03-12,3,1,Mar
DL-01738,Company_0763,Marcus T.,Software,Won,274.04,2024-05-14,5,2,May
DL-01739,Company_0387,Marcus T.,Hardware,Won,346.39,2024-05-31,5,2,May
DL-01740,Company_0756,Marcus T.,Hardware,Lost,2146.87,2024-10-29,10,4,Oct
DL-01741,Company_0776,James L.,Software,Won,298.09,2024-09-24,9,3,Sep
DL-01742,Company_0324,Marcus T.,Hardware,Lost,63576.1,2024-10-07,10,4,Oct
DL-01743,Company_0455,Marcus T.,Software,Lost,1835.64,2024-01-05,1,1,Jan
DL-01744,Company_0511,Sarah K.,Hardware,Won,306.55,2024-05-31,5,2,May
DL-01745,Company_0342,Priya N.,Software,Open,338.85,2024-06-24,6,2,Jun
DL-01746,Company_0515,Sarah K.,Services,Open,100.0,2024-01-08,1,1,Jan
DL-01747,Company_0441,Marcus T.,Services,Won,232.45,2024-04-04,4,2,Apr
DL-01748,Company_0548,Priya N.,Software,Lost,475.03,2024-10-04,10,4,Oct
DL-01749,Company_0582,Marcus T.,Software,Lost,403.63,2024-02-20,2,1,Feb
DL-01750,Company_0261,Priya N.,Support,Open,588.78,2024-07-14,7,3,Jul
DL-01751,Company_0748,Priya N.,Services,Won,1655.86,2024-03-19,3,1,Mar
DL-01752,Company_0462,Dana W.,Services,Lost,451.97,2024-01-05,1,1,Jan
DL-01753,Company_0689,Marcus T.,Services,Won,437.59,2024-03-29,3,1,Mar
DL-01754,Company_0607,Priya N.,Support,Won,407.91,2024-12-22,12,4,Dec
DL-01755,Company_0226,Unassigned,Software,Lost,100.0,2024-10-19,10,4,Oct
DL-01756,Company_0522,Unassigned,Support,Open,1653.81,2024-12-16,12,4,Dec
DL-01757,Company_0777,Sarah K.,Software,Lost,412.08,2024-06-27,6,2,Jun
DL-01758,Company_0188,Priya N.,Software,Lost,1974.62,2024-02-10,2,1,Feb
DL-01759,Company_0208,Marcus T.,Services,Lost,79669.05,2024-07-19,7,3,Jul
DL-01760,Company_0012,Priya N.,Support,Open,292.9,2024-06-14,6,2,Jun
DL-01761,Company_0161,Sarah K.,Software,Won,1339.76,2024-11-04,11,4,Nov
DL-01762,Company_0571,Priya N.,Services,Won,1697.56,2024-02-05,2,1,Feb
DL-01763,Company_0492,Marcus T.,Services,Open,512.56,2024-06-27,6,2,Jun
DL-01764,Company_0434,Marcus T.,Unknown,Won,518.75,2024-02-24,2,1,Feb
DL-01765,Company_0004,Dana W.,Support,Won,2307.12,2024-04-28,4,2,Apr
DL-01766,Company_0201,Priya N.,Services,Lost,529.11,2024-09-26,9,3,Sep
DL-01767,Company_0415,Sarah K.,Hardware,Lost,417.49,2024-06-22,6,2,Jun
DL-01768,Company_0011,Marcus T.,Services,Won,461.39,2024-05-17,5,2,May
DL-01769,Company_0396,Marcus T.,Software,Open,609.625,2024-05-23,5,2,May
DL-01770,Company_0340,James L.,Services,Won,76305.3,2024-06-16,6,2,Jun
DL-01771,Company_0751,James L.,Services,Won,296.8,2024-10-13,10,4,Oct
DL-01772,Company_0372,Marcus T.,Hardware,Won,390.14,2024-11-21,11,4,Nov
DL-01773,Company_0377,James L.,Software,Won,518.41,2024-12-14,12,4,Dec
DL-01774,Company_0224,Sarah K.,Services,Won,2649.57,2024-10-14,10,4,Oct
DL-01775,Company_0181,James L.,Support,Won,507.2,2024-04-25,4,2,Apr
DL-01776,Company_0296,Sarah K.,Hardware,Open,1302.68,2024-09-08,9,3,Sep
DL-01777,Company_0306,Marcus T.,Software,Lost,2192.62,2024-06-08,6,2,Jun
DL-01778,Company_0430,James L.,Support,Won,2096.29,2024-04-02,4,2,Apr
DL-01779,Company_0689,Marcus T.,Services,Won,1938.54,2024-11-02,11,4,Nov
DL-01780,Company_0117,Dana W.,Services,Won,581.15,2024-01-15,1,1,Jan
DL-01781,Company_0351,Sarah K.,Software,Lost,1749.56,2024-11-25,11,4,Nov
DL-01782,Company_0587,Marcus T.,Services,Won,95666.5,2024-06-17,6,2,Jun
DL-01783,Company_0045,Priya N.,Hardware,Lost,78000.6,2024-08-20,8,3,Aug
DL-01784,Company_0226,Sarah K.,Software,Won,51560.55,2024-08-28,8,3,Aug
DL-01785,Company_0355,Sarah K.,Software,Open,609.625,2024-11-22,11,4,Nov
DL-01786,Company_0293,Sarah K.,Software,Won,249.0,2024-08-20,8,3,Aug
DL-01787,Company_0239,Dana W.,Software,Open,373.89,2024-08-12,8,3,Aug
DL-01788,Company_0347,James L.,Hardware,Lost,303.54,2024-01-25,1,1,Jan
DL-01789,Company_0140,Marcus T.,Software,Lost,470.32,2024-07-08,7,3,Jul
DL-01790,Company_0203,Sarah K.,Software,Lost,556.75,2024-02-24,2,1,Feb
DL-01791,Company_0661,Sarah K.,Support,Open,252.77,2024-09-26,9,3,Sep
DL-01792,Company_0641,Priya N.,Services,Lost,3322.64,2024-07-05,7,3,Jul
DL-01793,Company_0268,Dana W.,Software,Lost,384.57,2024-09-05,9,3,Sep
DL-01794,Company_0312,Unassigned,Services,Won,3664.73,2024-01-16,1,1,Jan
DL-01795,Company_0417,Marcus T.,Software,Won,490.93,2024-01-31,1,1,Jan
DL-01796,Company_0136,Marcus T.,Software,Won,2255.23,2024-09-18,9,3,Sep
DL-01797,Company_0627,Dana W.,Services,Lost,2485.74,2024-01-27,1,1,Jan
DL-01798,Company_0350,Marcus T.,Hardware,Won,351.49,2024-01-27,1,1,Jan
DL-01799,Company_0160,Dana W.,Hardware,Lost,301.99,2024-01-05,1,1,Jan
DL-01800,Company_0666,Sarah K.,Hardware,Won,486.88,2024-12-15,12,4,Dec
DL-01801,Company_0172,Priya N.,Support,Won,86199.26,2024-09-26,9,3,Sep
DL-01802,Company_0129,Priya N.,Support,Won,227.6,2024-05-08,5,2,May
DL-01803,Company_0078,Priya N.,Hardware,Won,1164.54,2024-04-18,4,2,Apr
DL-01804,Company_0568,Priya N.,Hardware,Lost,52867.95,2024-05-07,5,2,May
DL-01805,Company_0056,Sarah K.,Services,Won,3216.13,2024-10-09,10,4,Oct
DL-01806,Company_0399,Sarah K.,Software,Won,543.11,2024-08-29,8,3,Aug
DL-01807,Company_0362,Dana W.,Software,Open,113136.15,2024-03-08,3,1,Mar
DL-01808,Company_0334,Sarah K.,Software,Won,1829.1,2024-03-04,3,1,Mar
DL-01809,Company_0133,Unassigned,Support,Won,144390.19,2024-02-05,2,1,Feb
DL-01810,Company_0013,Priya N.,Services,Open,1704.5,2024-08-29,8,3,Aug
DL-01811,Company_0282,Marcus T.,Hardware,Won,373.88,2024-10-05,10,4,Oct
DL-01812,Company_0658,Dana W.,Software,Won,362.26,2024-04-06,4,2,Apr
DL-01813,Company_0420,James L.,Services,Won,427.8,2024-01-08,1,1,Jan
DL-01814,Company_0126,Marcus T.,Software,Won,2193.09,2024-01-30,1,1,Jan
DL-01815,Company_0771,Sarah K.,Support,Won,2818.4,2024-12-19,12,4,Dec
DL-01816,Company_0217,James L.,Hardware,Won,2856.88,2024-04-17,4,2,Apr
DL-01817,Company_0744,James L.,Hardware,Won,1716.4,2024-10-07,10,4,Oct
DL-01818,Company_0679,James L.,Software,Won,477.05,2024-08-16,8,3,Aug
DL-01819,Company_0654,Priya N.,Software,Won,308.84,2024-05-19,5,2,May
DL-01820,Company_0488,Sarah K.,Software,Won,277.15,2024-03-16,3,1,Mar
DL-01821,Company_0259,James L.,Software,Won,522.06,2024-02-14,2,1,Feb
DL-01822,Company_0217,Sarah K.,Hardware,Won,281.1,2024-08-12,8,3,Aug
DL-01823,Company_0657,Sarah K.,Software,Lost,327.2,2024-10-09,10,4,Oct
DL-01824,Company_0488,Sarah K.,Services,Open,506.48,2024-08-23,8,3,Aug
DL-01825,Company_0442,Sarah K.,Services,Lost,404.17,2024-07-12,7,3,Jul
DL-01826,Company_0098,Unassigned,Services,Open,2530.61,2024-01-16,1,1,Jan
DL-01827,Company_0181,Sarah K.,Software,Lost,1759.91,2024-12-19,12,4,Dec
DL-01828,Company_0168,Sarah K.,Support,Won,336.4,2024-10-18,10,4,Oct
DL-01829,Company_0232,Sarah K.,Services,Won,1223.61,2024-04-16,4,2,Apr
DL-01830,Company_0092,Priya N.,Hardware,Won,2312.19,2024-12-23,12,4,Dec
DL-01831,Company_0628,Marcus T.,Software,Won,475.01,2024-08-07,8,3,Aug
DL-01832,Company_0471,Marcus T.,Hardware,Won,635.33,2024-07-31,7,3,Jul
DL-01833,Company_0515,James L.,Software,Open,200.79,2024-09-30,9,3,Sep
DL-01834,Company_0084,Marcus T.,Services,Open,2308.18,2024-10-23,10,4,Oct
DL-01835,Company_0678,Marcus T.,Services,Won,1711.08,2024-08-27,8,3,Aug
DL-01836,Company_0518,Unassigned,Software,Lost,75330.44,2024-02-16,2,1,Feb
DL-01837,Company_0380,Sarah K.,Software,Won,494.47,2024-05-03,5,2,May
DL-01838,Company_0406,Marcus T.,Support,Lost,512.11,2024-12-04,12,4,Dec
DL-01839,Company_0231,Priya N.,Software,Lost,234.16,2024-03-22,3,1,Mar
DL-01840,Company_0250,James L.,Hardware,Won,609.97,2024-05-15,5,2,May
DL-01841,Company_0084,James L.,Services,Lost,212.95,2024-06-06,6,2,Jun
DL-01842,Company_0318,Sarah K.,Software,Lost,1453.31,2024-06-09,6,2,Jun
DL-01843,Company_0192,Priya N.,Software,Won,368.59,2024-08-11,8,3,Aug
DL-01844,Company_0634,Priya N.,Software,Won,630.99,2024-12-10,12,4,Dec
DL-01845,Company_0600,Sarah K.,Services,Open,363.01,2024-03-28,3,1,Mar
DL-01846,Company_0606,Sarah K.,Services,Open,396.17,2024-02-14,2,1,Feb
DL-01847,Company_0299,Priya N.,Hardware,Lost,571.85,2024-03-13,3,1,Mar
DL-01848,Company_0357,Sarah K.,Services,Won,2175.23,2024-11-19,11,4,Nov
DL-01849,Company_0556,Sarah K.,Hardware,Won,258.59,2024-08-23,8,3,Aug
DL-01850,Company_0764,Sarah K.,Software,Lost,2768.08,2024-04-14,4,2,Apr
DL-01851,Company_0452,Sarah K.,Services,Won,564.5,2024-10-24,10,4,Oct
DL-01852,Company_0562,Sarah K.,Software,Won,2453.46,2024-11-10,11,4,Nov
DL-01853,Company_0505,Marcus T.,Software,Won,1920.29,2024-11-04,11,4,Nov
DL-01854,Company_0064,Sarah K.,Hardware,Won,488.55,2024-12-01,12,4,Dec
DL-01855,Company_0565,Dana W.,Hardware,Won,322.62,2024-04-02,4,2,Apr
DL-01856,Company_0221,Sarah K.,Software,Won,55996.74,2024-10-02,10,4,Oct
DL-01857,Company_0465,Marcus T.,Hardware,Won,1985.21,2024-06-17,6,2,Jun
DL-01858,Company_0071,Dana W.,Services,Open,319.79,2024-11-03,11,4,Nov
DL-01859,Company_0473,James L.,Hardware,Won,1665.66,2024-09-22,9,3,Sep
DL-01860,Company_0679,Marcus T.,Software,Won,91187.81,2024-10-10,10,4,Oct
DL-01861,Company_0697,Marcus T.,Software,Lost,503.33,2024-08-27,8,3,Aug
DL-01862,Company_0654,Priya N.,Hardware,Won,325.22,2024-03-05,3,1,Mar
DL-01863,Company_0018,Dana W.,Services,Won,2898.03,2024-07-17,7,3,Jul
DL-01864,Company_0521,Sarah K.,Services,Won,531.93,2024-12-25,12,4,Dec
DL-01865,Company_0783,Marcus T.,Services,Lost,609.625,2024-12-08,12,4,Dec
DL-01866,Company_0682,James L.,Support,Lost,619.97,2024-01-16,1,1,Jan
DL-01867,Company_0414,Marcus T.,Services,Won,3736.3,2024-03-01,3,1,Mar
DL-01868,Company_0363,Priya N.,Services,Lost,266.82,2024-02-18,2,1,Feb
DL-01869,Company_0527,Priya N.,Hardware,Open,2181.09,2024-09-21,9,3,Sep
DL-01870,Company_0079,Sarah K.,Hardware,Won,286.73,2024-10-25,10,4,Oct
DL-01871,Company_0795,Marcus T.,Software,Lost,438.81,2024-03-18,3,1,Mar
DL-01872,Company_0189,Priya N.,Services,Won,331.98,2024-07-03,7,3,Jul
DL-01873,Company_0147,Priya N.,Services,Won,1769.69,2024-11-02,11,4,Nov
DL-01874,Company_0674,James L.,Software,Won,628.56,2024-09-24,9,3,Sep
DL-01875,Company_0442,James L.,Services,Lost,399.22,2024-07-16,7,3,Jul
DL-01876,Company_0264,Sarah K.,Software,Lost,634.64,2024-08-03,8,3,Aug
DL-01877,Company_0649,Priya N.,Software,Lost,1521.36,2024-07-04,7,3,Jul
DL-01878,Company_0508,Marcus T.,Support,Won,345.92,2024-04-18,4,2,Apr
DL-01879,Company_0300,Priya N.,Software,Won,158.89,2024-07-25,7,3,Jul
DL-01880,Company_0465,Marcus T.,Services,Lost,1730.59,2024-09-08,9,3,Sep
DL-01881,Company_0364,Priya N.,Software,Won,2711.9,2024-11-14,11,4,Nov
DL-01882,Company_0398,Priya N.,Services,Won,424.78,2024-08-20,8,3,Aug
DL-01883,Company_0492,Unassigned,Software,Won,2194.2,2024-10-04,10,4,Oct
DL-01884,Company_0541,James L.,Services,Won,2727.38,2024-02-28,2,1,Feb
DL-01885,Company_0479,Sarah K.,Hardware,Won,462.84,2024-06-17,6,2,Jun
DL-01886,Company_0167,Marcus T.,Software,Lost,82732.9,2024-01-04,1,1,Jan
DL-01887,Company_0602,Marcus T.,Software,Won,1924.08,2024-03-31,3,1,Mar
DL-01888,Company_0090,Dana W.,Services,Lost,347.25,2024-09-22,9,3,Sep
DL-01889,Company_0722,Sarah K.,Software,Won,1419.33,2024-12-28,12,4,Dec
DL-01890,Company_0299,Marcus T.,Services,Open,1942.61,2024-02-06,2,1,Feb
DL-01891,Company_0173,Dana W.,Software,Won,2778.86,2024-05-26,5,2,May
DL-01892,Company_0645,James L.,Services,Open,366.24,2024-10-19,10,4,Oct
DL-01893,Company_0372,James L.,Hardware,Won,2776.18,2024-03-15,3,1,Mar
DL-01894,Company_0023,Marcus T.,Services,Lost,1123.48,2024-07-21,7,3,Jul
DL-01895,Company_0200,James L.,Services,Won,507.98,2024-09-24,9,3,Sep
DL-01896,Company_0730,Marcus T.,Software,Lost,94573.62,2024-08-12,8,3,Aug
DL-01897,Company_0006,Priya N.,Hardware,Won,2738.87,2024-03-09,3,1,Mar
DL-01898,Company_0005,Sarah K.,Services,Won,314.81,2024-05-09,5,2,May
DL-01899,Company_0629,Priya N.,Support,Won,2621.52,2024-10-13,10,4,Oct
DL-01900,Company_0160,Marcus T.,Software,Open,340.91,2024-07-21,7,3,Jul
DL-01901,Company_0596,Marcus T.,Support,Won,116737.99,2024-01-02,1,1,Jan
DL-01902,Company_0247,Priya N.,Services,Lost,637.08,2024-10-04,10,4,Oct
DL-01903,Company_0165,Sarah K.,Software,Open,1798.93,2024-01-13,1,1,Jan
DL-01904,Company_0427,Sarah K.,Support,Won,1601.14,2024-09-29,9,3,Sep
DL-01905,Company_0144,Marcus T.,Software,Open,1147.43,2024-03-14,3,1,Mar
DL-01906,Company_0510,James L.,Hardware,Won,2256.72,2024-12-15,12,4,Dec
DL-01907,Company_0542,Sarah K.,Support,Open,3283.65,2024-05-14,5,2,May
DL-01908,Company_0508,James L.,Software,Open,77937.6,2024-04-29,4,2,Apr
DL-01909,Company_0219,Priya N.,Software,Open,609.625,2024-02-24,2,1,Feb
DL-01910,Company_0644,Priya N.,Services,Won,306.39,2024-04-21,4,2,Apr
DL-01911,Company_0575,Marcus T.,Services,Open,327.44,2024-11-15,11,4,Nov
DL-01912,Company_0075,Priya N.,Hardware,Won,668.87,2024-12-29,12,4,Dec
DL-01913,Company_0642,Sarah K.,Hardware,Won,302.49,2024-05-14,5,2,May
DL-01914,Company_0318,Marcus T.,Software,Won,2317.05,2024-06-12,6,2,Jun
DL-01915,Company_0037,Priya N.,Unknown,Won,274.73,2024-09-20,9,3,Sep
DL-01916,Company_0565,Dana W.,Support,Lost,467.18,2024-11-19,11,4,Nov
DL-01917,Company_0641,Sarah K.,Software,Won,417.11,2024-08-04,8,3,Aug
DL-01918,Company_0729,Marcus T.,Software,Open,530.41,2024-05-22,5,2,May
DL-01919,Company_0513,Dana W.,Services,Lost,2695.84,2024-05-30,5,2,May
DL-01920,Company_0245,James L.,Support,Open,1560.38,2024-09-10,9,3,Sep
DL-01921,Company_0139,Sarah K.,Software,Open,303.13,2024-01-02,1,1,Jan
DL-01922,Company_0257,Marcus T.,Support,Lost,3347.2,2024-08-14,8,3,Aug
DL-01923,Company_0616,Sarah K.,Support,Won,375.6,2024-05-09,5,2,May
DL-01924,Company_0380,James L.,Software,Won,542.51,2024-10-16,10,4,Oct
DL-01925,Company_0477,Marcus T.,Services,Won,382.04,2024-02-03,2,1,Feb
